numero_arrete,date_signature,debut_validite_arrete,fin_validite_arrete,duree_jours
2023_AFFLUENTS_AVEYRON_AVAL_01,2023-07-20,2023-07-22,2023-07-28,7.0
2023_AFFLUENTS_RIVE_DROITE_TARN_MEDIAN,2023-07-20,2023-07-22,2023-07-28,7.0
2023_AFFLUENTS_TARN_MOYEN_02,2023-07-20,2023-07-22,2023-07-28,7.0
2023_AFFLUENTS_TARN_AVAL_02,2023-07-20,2023-07-22,2023-07-28,7.0
2023_THORE_ARN_NON_REALIMENTES_01,2023-07-20,2023-07-22,2023-07-28,7.0
GDC_26-2023-07-21-00002_et_38-2023-07-19-00001,2023-07-21,2023-07-21,2023-10-31,103.0
2023_CEROU_3,2023-07-20,2023-07-22,2023-07-28,7.0
2023-1117,2023-07-19,2023-07-21,2023-07-27,7.0
2023-1117,2023-07-19,2023-07-21,2023-07-26,6.0
38-2023-07-13-00004 et 26-2023-07-21-00005 BLV,2023-07-21,2023-07-21,2023-08-08,19.0
20230721_2AP_AP5,2023-07-21,2023-07-26,2023-08-17,23.0
2023_GIROU_01,2023-07-20,2023-07-22,2023-07-28,7.0
1909,2023-07-24,2023-07-25,2023-08-01,8.0
2023/DDT/SEPR/198,2023-07-24,2023-07-25,2023-07-31,7.0
Arrêté 2023-976_ZRE Adour,2023-07-21,2023-07-22,2023-07-26,5.0
2023-0887,2023-07-24,2023-07-24,2023-08-21,29.0
23EB642 vigilance Drone aval,2023-07-25,2023-07-26,2023-07-26,1.0
DDT53_CP-n°3_25-07-2023,2023-07-25,2023-07-26,2023-08-01,7.0
AR - Leze - HersVif,2023-06-30,2023-06-30,2023-07-26,27.0
AP-Restriction-BvVienne-162023072500001,2023-07-25,2023-07-26,2023-10-31,98.0
Clain-20230721,2023-07-21,2023-07-24,2023-08-22,30.0
Arrêté préfectoral n° 11 du 25 juillet 2023,2023-07-25,2023-07-26,2023-08-01,7.0
87-2023,2023-07-25,2023-07-25,2023-07-27,3.0
ARRETE DDT-SGREB-2023-240,2023-07-26,2023-07-26,2023-08-01,7.0
2023-206-002,2023-07-25,2023-07-25,2023-08-03,10.0
Arrêté DDT-SEEB-PPE-Etiage-49 n°2023-05,2023-07-26,2023-07-27,2023-08-02,7.0
DDTM/SER/2023206-004,2023-07-25,2023-07-25,2023-09-20,58.0
DDT-SEEB-PPE-2023-Etiage n°2023-SN-04,2023-07-26,2023-07-27,2023-08-02,7.0
DDT-SEEB-PPE-Dive-n°2023-07,2023-07-26,2023-07-27,2023-10-31,97.0
DDT-SEEB-PPE-Etiage n°2023-03-TTA,2023-07-26,2023-07-27,2023-07-27,1.0
AP-Restriction-BvCharente-162023072600003,2023-07-26,2023-07-27,2023-08-02,7.0
AP-Restriction-BvDordogne-162023072600004,2023-07-26,2023-07-27,2023-07-28,2.0
A_LOT_AP_E-2023-228_20230727,2023-07-27,2023-07-29,2023-08-04,7.0
L_LOT_AP_E-2023-228_20230727,2023-07-27,2023-07-29,2023-08-04,7.0
D_LOT_AP_E-2023-228_20230727,2023-07-27,2023-07-29,2023-08-04,7.0
S_LOT_AP_E-2023-228_20230727,2023-07-27,2023-07-29,2023-08-04,7.0
LB_LOT_AP_E-2023-228_20230727,2023-07-27,2023-07-29,2023-08-04,7.0
DDT-SEEB-PPE-Etiage n°2023-04-TTA,2023-07-27,2023-07-28,2023-08-09,13.0
26-2023-27-07-00003,2023-07-27,2023-07-27,2023-08-16,21.0
23EB653 AR Isle bassin aval ,2023-07-26,2023-07-27,2023-07-28,2.0
23EB652 AR Charente aval Bruant,2023-07-26,2023-07-27,2023-08-09,14.0
Arrêté 2023-1007_AC Adour,2023-07-27,2023-07-27,2023-08-02,7.0
36-2023-07-26-00001,2023-07-26,2023-07-29,2023-08-01,4.0
Arrêté 2023-1008_hors AC Adour-signé,2023-07-27,2023-07-27,2023-08-02,7.0
Sèvre-Nantaise_20230727,2023-07-27,2023-07-28,2023-07-27,0.0
TTA-20230727,2023-07-27,2023-07-31,2023-08-03,4.0
Sèvre-Nantaise_20230727,2023-07-27,2023-07-28,2023-10-31,96.0
Charente-Boutonne_20230727,2023-07-27,2023-07-28,2023-08-03,7.0
SNMP_20230727,2023-07-27,2023-07-31,2023-08-24,25.0
71-2023-07-27-00003,2023-07-27,2023-07-28,2023-08-09,13.0
2023-1160,2023-07-27,2023-07-27,2023-08-20,25.0
ddtm-sema-2023-0144,2023-07-21,2023-07-21,2023-07-27,7.0
ddtm-sema-2023-0144 02,2023-07-21,2023-07-21,2023-07-27,7.0
ddtm-sema-2023-0144 01,2023-07-21,2023-07-21,2023-07-27,7.0
41-2023-07-27-00023,2023-07-27,2023-07-29,2023-08-04,7.0
2023-1160-D,2023-07-27,2023-07-27,2023-08-20,25.0
DDT/SEER/2023/021_BV-DROPT,2023-07-28,2023-07-29,2023-08-04,7.0
DDT/SEER/2023/021_BV Charente ,2023-07-28,2023-07-29,2023-08-04,7.0
DDT/SEER/2023/021_BV Lot,2023-07-28,2023-07-29,2023-08-04,7.0
82-2023-07-26-00002,2023-07-26,2023-07-29,2023-08-04,7.0
AR-2023-07-21,2023-07-21,2023-07-27,2023-09-18,54.0
DDT/SEER/2023/021_BV-DORDOGNE,2023-07-28,2023-07-29,2023-08-04,7.0
AP du 28/07/2023 (Yser en alerte renforcée),2023-07-28,2023-07-28,2023-08-03,7.0
Arrêté du 28 juillet 2023,2023-07-28,2023-07-30,2023-08-05,7.0
DDT-2023-289,2023-07-28,2023-07-28,2023-08-11,15.0
47-2023-07-27-00003,2023-07-27,2023-07-29,2023-08-11,14.0
89-2023,2023-07-28,2023-07-28,2023-08-10,14.0
230/2023 - Moselle amont et Meurthe,2023-06-21,2023-06-21,2023-08-10,51.0
263/2023 - Meuse Amont,2023-07-12,2023-07-12,2023-08-10,30.0
2023_alerte_renforcee_gartempe,2023-07-27,2023-07-27,2023-10-31,97.0
DDTM/SEBIO/2023-76,2023-07-28,2023-07-28,2023-08-02,6.0
2023_alerte_renforcee_vienne_amont,2023-07-27,2023-07-27,2023-10-31,97.0
2023_alerte_renforcee_charente,2023-07-26,2023-07-26,2023-08-27,33.0
AP-Restriction-BvDordogne-162023072800001,2023-07-28,2023-07-29,2023-08-02,5.0
2023_alerte_renforcee_dordogne,2023-07-26,2023-07-26,2023-09-06,43.0
DDTM-SEMA-2023-0146,2023-07-28,2023-07-28,2023-08-10,14.0
DDTM-SEMA-2023-0146 01,2023-07-28,2023-07-28,2023-08-10,14.0
DDTM-SEMA-2023-0146 02,2023-07-28,2023-07-28,2023-08-10,14.0
2023_Affluents_Agout_aval_03,2023-07-27,2023-07-29,2023-08-04,7.0
20231238,2023-07-28,2023-07-31,2023-08-06,7.0
2023_AFFLUENTS_AVEYRON_AVAL_02,2023-07-27,2023-07-29,2023-08-04,7.0
2023_CEROU_04,2023-07-27,2023-07-29,2023-08-04,7.0
2023_AFFLUENTS_RIVE_DROITE_TARN_MEDIAN_02,2023-07-27,2023-07-29,2023-08-04,7.0
2023_AFFLEUNTS_TARN_MOYEN_03,2023-07-27,2023-07-29,2023-08-04,7.0
2023_AFFLUENTS_TARN_AVAL_03,2023-07-27,2023-07-29,2023-08-04,7.0
2023_TESCOU_03,2023-07-27,2023-07-29,2023-08-04,7.0
2023_THORE_ARN_NON_REALIMENTES_02,2023-07-27,2023-07-29,2023-08-04,7.0
2023_VERE_NON_REALIMENTE_02,2023-07-27,2023-07-29,2023-08-04,7.0
2023_AGROS_06,2023-07-27,2023-07-29,2023-08-04,7.0
2023_ASSOU_02,2023-07-27,2023-07-26,2023-08-04,10.0
2023_BAGAS_04,2023-07-27,2023-07-29,2023-08-04,7.0
2023_BERNAZOBRE_02,2023-07-27,2023-07-29,2023-08-04,7.0
2023_EN_GUIBAUD_04,2023-07-27,2023-07-29,2023-08-04,7.0
2023_DOURDOU_05,2023-07-27,2023-07-29,2023-08-04,7.0
2023_RANCE_04,2023-07-27,2023-07-29,2023-08-04,7.0
2023_GIROU_02,2023-07-27,2023-07-29,2023-08-04,7.0
23-2023-07-28-00004,2023-07-28,2023-07-31,2023-08-08,9.0
12-2023-07-27-00002 AVEYRON,2023-07-27,2023-07-29,2023-08-04,7.0
APN°2023_DDT_SEB_364_Gartempe,2023-07-24,2023-07-25,2023-08-07,14.0
2023/DDT/SEPR/216,2023-07-27,2023-08-01,2023-08-10,10.0
23-DDTM85-561,2023-07-27,2023-07-28,2023-08-25,29.0
58-2023-07-28-00001,2023-07-28,2023-07-31,2023-08-24,25.0
SEN/2023/07/27-116-ACI-Dropt,2023-07-31,2023-07-31,2023-08-10,11.0
2023/SEE/0143,2023-07-31,2023-08-01,2023-08-16,16.0
DT-23-0605,2023-07-29,2023-07-31,2023-08-04,5.0
1950/2023,2023-07-31,2023-08-02,2023-08-08,7.0
DDTM34-2023-07-14090,2023-07-28,2023-07-28,2023-08-06,10.0
2023-DDT/SABE/EAU_N36_Sarre-LSMZ,2023-08-01,2023-08-02,2023-08-09,8.0
DDT53_AR-n°4_01-08-2023,2023-08-01,2023-08-02,2023-08-07,6.0
45-20230731-Beauce,2023-07-31,2023-08-01,2023-08-10,10.0
45-20230731-Est et sud,2023-07-31,2023-08-01,2023-08-10,10.0
Arrêté N°971-2023-07-26-00002,2023-07-26,2023-07-26,2023-08-26,32.0
17388,2023-07-13,2023-07-13,2023-08-30,49.0
SEN/2023/07/13-105-ACD,2023-07-31,2023-07-31,2023-08-10,11.0
2023-DEALM-SEPR-0619,2023-07-13,2023-07-17,2023-10-08,84.0
26-2023-07-27-00004 et 05-2023-07-31-00008 (LAO),2023-07-27,2023-07-28,2023-08-22,26.0
05-2023-07-31-00008,2023-07-31,2023-07-31,2023-08-23,24.0
07-2023-08-01-00002,2023-08-01,2023-08-01,2023-07-31,0.0
Arrêté préfectoral n° 12 du 1er août 2023,2023-08-01,2023-08-02,2023-08-08,7.0
ARRETE DDT-SGREB-2023-256,2023-08-02,2023-08-02,2023-08-08,7.0
AP-Restriction-BvCharente-162023080200002,2023-08-02,2023-08-03,2023-08-09,7.0
Arrêté DDT-SEEB-PPE-Etiage-49 n°2023-06,2023-08-02,2023-08-03,2023-08-09,7.0
DDT-SEEB-PPE-2023-Etiage n°2023-SN-05,2023-08-02,2023-08-03,2023-08-24,22.0
AP-Restriction-BvDordogne-162023080200003,2023-08-02,2023-08-03,2023-08-09,7.0
AP DDTM/SEBIO/2023-76,2023-07-28,2023-07-28,2023-10-15,80.0
BLV V2 38-2023-07-13-00004 et 26-2023-07-21-00005,2023-07-21,2023-08-02,2023-08-03,2.0
Arrêté 2023-1034_hors AC Adour,2023-08-02,2023-08-03,2023-08-09,7.0
 Arrêté 2023-1021_AC Adour,2023-08-02,2023-08-03,2023-08-07,5.0
07-2023-08-01-00002,2023-08-01,2023-08-01,2023-08-07,7.0
19-2023-08-04-00002_ESUP_VIENNE,2023-08-04,2023-08-05,2023-08-24,20.0
19-2023-08-04-00002_ESUP_DOR,2023-08-04,2023-08-05,2023-08-24,20.0
19-2023-08-04-00002_ESOU_DOR,2023-08-04,2023-08-05,2023-08-24,20.0
12-2023-06 ORB HÉRAULT,2023-07-27,2023-07-29,2023-08-04,7.0
12-2023--06 TARN,2023-07-27,2023-07-29,2023-08-04,7.0
12-2023-06 LOT,2023-07-27,2023-07-29,2023-08-04,7.0
DDT-BIEF-2023-214-0003 du 2 août 2023 (ACD LB),2023-08-02,2023-08-04,2023-08-11,8.0
DDT-BIEF-2023-214-0003 du 2 août 2023 (ACD RM),2023-08-02,2023-08-04,2023-08-11,8.0
12-2023-07 LOT,2023-08-02,2023-08-05,2023-08-18,14.0
12-2023-07 AVEYRON,2023-08-02,2023-08-05,2023-08-18,14.0
12-2023-07 TARN,2023-08-02,2023-08-05,2023-08-18,14.0
12-2023-07 ORB HÉRAULT,2023-08-02,2023-08-05,2023-08-18,14.0
DDT-ERC-2023-065-MAC-ALERTE,2023-08-03,2023-08-03,2023-08-09,7.0
DDT-ERC-2023-063-MAM-ALERTE,2023-08-03,2023-08-03,2023-08-09,7.0
DDT-ERC-2023-064-MAONS-ALERTE,2023-08-03,2023-08-03,2023-08-09,7.0
76_Z9_20230803,2023-08-03,2023-08-03,2023-10-01,60.0
2023_AFFLUENTS_AGOUT_AVAL_04,2023-08-03,2023-08-05,2023-08-11,7.0
2023_AFFLUENTS_AVEYRON_AVAL_03,2023-08-03,2023-08-05,2023-08-11,7.0
2023_CEROU_05,2023-08-03,2023-08-05,2023-08-11,7.0
2023_AFFLUENTS_RIVE_DROITE_TARN_MEDIAN_03,2023-08-03,2023-08-05,2023-08-11,7.0
2023_AFFLUENTS_TARN_MOYEN_04,2023-08-03,2023-08-05,2023-08-11,7.0
2023_AFFLUENTS_TARN_AVAL_04,2023-08-03,2023-08-05,2023-08-11,7.0
2023_TESCOU_04,2023-08-03,2023-08-05,2023-08-11,7.0
2023_THORE_ARN_NON_REALIMENTES_03,2023-08-03,2023-08-05,2023-08-11,7.0
2023_VERE_NON_REALIMENTE_03,2023-08-03,2023-08-05,2023-08-11,7.0
2023_AGROS_07,2023-08-03,2023-08-05,2023-08-11,7.0
2023_ASSOU_03,2023-08-03,2023-08-05,2023-08-11,7.0
2023_BAGAS_05,2023-08-03,2023-08-05,2023-08-11,7.0
2023_BERNAZOBRE_03,2023-08-03,2023-08-05,2023-08-11,7.0
2023_EN_GUIBAUD_05,2023-08-03,2023-08-05,2023-08-11,7.0
2023_DOURDOU_06,2023-08-03,2023-08-05,2023-08-11,7.0
41-2023-08-03-00005,2023-08-03,2023-08-05,2023-08-11,7.0
2023_RANCE_05,2023-08-03,2023-08-05,2023-08-11,7.0
2023_GIROU_03,2023-08-03,2023-08-05,2023-08-11,7.0
TTA-20230803,2023-08-03,2023-08-04,2023-08-04,1.0
05-2023-08-04-00005,2023-08-04,2023-08-04,2023-08-15,12.0
DDT/SEER/2023/022_BV Charente ,2023-08-04,2023-08-05,2023-08-04,0.0
DDT/SEER/2023/022_BV Charente ,2023-08-04,2023-08-05,2023-08-11,7.0
76_Z8_20230803,2023-08-03,2023-08-03,2023-10-01,60.0
DDT/SEER/2023/022_BV-DROPT,2023-08-04,2023-08-05,2023-08-11,7.0
DDT/SEER/2023/022_BV Lot,2023-08-04,2023-08-05,2023-08-11,7.0
DDT/SEER/2023/021_BV-DORDOGNE,2023-08-04,2023-08-05,2023-08-11,7.0
Isère N°38-2023-08-04-00001,2023-08-04,2023-08-04,2023-09-08,36.0
 AP du 28/07/2023 (Yser en alerte renforcée),2023-07-28,2023-08-28,2023-08-28,1.0
AP du 28/07/2023 (Yser en alerte renforcée),2023-07-28,2023-07-28,2023-09-29,64.0
Arrêté du 4 août 2023,2023-08-04,2023-08-06,2023-08-17,12.0
L_LOT_AP_E-2023-235_20230804,2023-08-04,2023-08-05,2023-08-11,7.0
A_LOT_AP_E-2023-235_20230804,2023-08-04,2023-08-05,2023-08-11,7.0
20231373,2023-08-04,2023-08-07,2023-08-18,12.0
D_LOT_AP_E-2023-235_20230804,2023-08-04,2023-08-05,2023-08-11,7.0
S_LOT_AP_E-2023-235_20230804,2023-08-04,2023-08-05,2023-08-11,7.0
LB_LOT_AP_E-2023-235_20230804,2023-08-04,2023-08-05,2023-08-11,7.0
19-2023-08-04-00002_ESOU_VIENNE,2023-08-04,2023-08-05,2023-08-24,20.0
AP_DDT_SEN_20230804_B117_EL,2023-08-04,2023-08-04,2023-09-06,34.0
AP_DDT_SEN_20230804_B117_axe_Saone,2023-08-04,2023-08-04,2023-09-06,34.0
AP_DDT_SEN_20230804_B117,2023-08-04,2023-08-04,2023-09-06,34.0
AP_2023_DDT_SEB_391_Dive_du_Nord,2023-08-07,2023-08-07,2023-08-10,4.0
API_Lez_Provencal_Lauzon_Aeygues,2023-07-31,2023-07-31,2023-08-22,23.0
20-23-2031,2023-08-04,2023-08-07,2023-08-09,3.0
23EB654,2023-07-28,2023-07-29,2023-08-04,7.0
23EB669,2023-08-04,2023-08-05,2023-08-11,7.0
Charente-Boutonne20230803,2023-08-03,2023-08-04,2023-08-17,14.0
TTA-20230803,2023-08-03,2023-08-04,2023-10-27,85.0
36-2023-08-02-00001,2023-08-02,2023-08-02,2023-08-11,10.0
DDT53_AR-n°5_07-08-2023,2023-08-07,2023-08-08,2023-08-22,15.0
AP_2023_DDT_SEB_395_Gartempe_Anglin,2023-08-07,2023-08-08,2023-08-17,10.0
AP DDTM/SEBIO/2023-79,2023-08-03,2023-08-03,2023-10-15,74.0
AP DDTM/SEBIO/2023-75,2023-08-03,2023-08-03,2023-10-15,74.0
DT-23-0615,2023-08-04,2023-08-04,2023-08-10,7.0
82-2023-08-03-00003,2023-08-03,2023-08-05,2023-08-11,7.0
BLV_38-2023-08-04-00004_et_N°_26-2023-08-04-00009,2023-08-04,2023-08-04,2023-09-11,39.0
07-2023-08-08-00002,2023-08-08,2023-08-08,2023-08-17,10.0
DDTM34-2023-07-14130,2023-08-07,2023-08-07,2023-08-16,10.0
2023-216-014,2023-08-04,2023-08-04,2023-08-17,14.0
DDTM/SEBF/2023-227-,2023-08-08,2023-08-08,2023-09-29,53.0
SEEN-BRIOD-2023-001,2023-06-20,2023-06-20,2023-08-07,49.0
SEEN-BRIOD-2023-002,2023-07-10,2023-07-10,2023-08-07,29.0
SEEN-BRIOD-2023-003,2023-07-10,2023-07-10,2023-08-07,29.0
SEEN-BRIOD-2023-004,2023-07-24,2023-07-24,2023-08-07,15.0
(BLV)AP 38-2023-08-04-00004 et 26-2023-08-04-00009,2023-08-04,2023-08-08,2023-09-11,35.0
2020/2023,2023-08-08,2023-08-09,2023-08-24,16.0
DDTM/SEBIO/2023-11,2023-02-17,2023-02-17,2023-02-17,1.0
30-2023-08-10-00003,2023-08-10,2023-08-10,2023-08-16,7.0
ARRETE DDT-SGREB-2023-281,2023-08-09,2023-08-09,2023-08-15,7.0
97-2023,2023-08-11,2023-08-11,2023-08-17,7.0
Arrêté DDT-SEEB-PPE-Etiage-49 n°2023-07,2023-08-08,2023-08-10,2023-08-24,15.0
DDT-SEEB-PPE-Etiage n°2023-05-TTA,2023-08-08,2023-08-10,2023-10-31,83.0
AP-Restriction-BvCharente-162023080900001,2023-08-09,2023-08-10,2023-08-16,7.0
Arrêté_alerte_Bruche,2023-06-23,2023-06-23,2023-08-03,42.0
Arrêté_alerte_Sarre,2023-06-28,2023-06-28,2023-08-03,37.0
Arrêté_alerte_Lauter,2023-07-07,2023-07-07,2023-08-03,28.0
Arrêté_alerte_secteur _1_RCA,2023-07-21,2023-07-21,2023-08-03,14.0
"Arrêté ""sécheresse"" n°13 du 08 août 2023",2023-08-08,2023-08-09,2023-08-22,14.0
82-2023-08-09-00002,2023-08-09,2023-08-12,2023-08-18,7.0
23EB652,2023-07-27,2023-07-27,2023-08-09,14.0
Arrêté_alerte_renforcée_secteur_4_RCA,2023-07-07,2023-07-07,2023-07-14,8.0
23EB683,2023-08-09,2023-08-10,2023-08-11,2.0
AP_Restriction-BvDordogne-162023080900002,2023-08-09,2023-08-10,2023-08-11,2.0
23-2023-08-08-00001,2023-08-08,2023-08-09,2023-09-07,30.0
23-2023-08-0800001,2023-08-08,2023-08-09,2023-08-09,1.0
AP_abrogation_alerte_renforcée_secteur_4_RCA,2023-07-15,2023-07-15,2023-08-03,20.0
AP 04-08-2023 abrogation alerte RCA,2023-08-04,2023-08-04,2023-08-23,20.0
AP 04-08-2023 abrogation alerte ESUP,2023-08-04,2023-08-04,2023-08-23,20.0
2023/DDT/SEPR/224,2023-08-09,2023-08-11,2023-09-12,33.0
05-2023-08-10-00003,2023-08-10,2023-08-10,2023-10-31,83.0
71-2023-08-09-00001,2023-08-09,2023-08-10,2023-08-24,15.0
DDT-ERC-2023-066-MAONS,2023-08-10,2023-08-10,2023-08-10,1.0
DDT-ERC-2023-066-MAM,2023-08-10,2023-08-10,2023-09-14,36.0
DDT-ERC-2023-066-MAC,2023-08-10,2023-08-10,2023-10-30,82.0
47-2023-08-10-00003,2023-08-10,2023-08-12,2023-08-18,7.0
AP 2023-1074 ACI adour,2023-08-10,2023-08-10,2023-08-11,2.0
AP 2023-1075_Hors ACI-signé,2023-08-10,2023-08-10,2023-08-18,9.0
230810_AP_2023_DDT_SEB_404_Dive_du_Nord,2023-08-10,2023-08-11,2023-08-31,21.0
2023-DDT-SE-353,2023-08-10,2023-08-11,2023-09-06,27.0
369/2023 Moselle amont,2023-08-10,2023-08-11,2023-09-17,38.0
370/2023,2023-08-10,2023-08-10,2023-08-16,7.0
2023-06-02,2023-08-11,2023-08-11,2023-08-22,12.0
370/2023,2023-08-10,2023-08-10,2023-08-10,1.0
2023-06-01,2023-08-11,2023-08-11,2023-08-22,12.0
DDT-ERC-2023-066-MAONS,2023-08-10,2023-08-11,2023-09-14,35.0
41-2023-08-10-00005,2023-08-10,2023-08-12,2023-08-18,7.0
2023-DDT/SABE/EAU n°38,2023-08-10,2023-08-10,2023-10-31,83.0
2023-2066,2023-08-10,2023-08-10,2023-09-10,32.0
DDT-2023-293,2023-08-10,2023-08-10,2023-08-17,8.0
2023_AFFLUENTS_AGOUT_AVAL_05,2023-08-10,2023-08-12,2023-08-18,7.0
2023_AFFLUENTS_AVEYRON_AVAL_04,2023-08-10,2023-08-12,2023-08-18,7.0
2023_CEROU_06,2023-08-10,2023-08-12,2023-08-18,7.0
2023_AFFLUENTS_RIVE_DROITE_TARN_MEDIAN_03,2023-08-10,2023-08-12,2023-08-18,7.0
2023_AFFLUENTS_TARN_MOYEN_05,2023-08-10,2023-08-12,2023-08-18,7.0
45-20230810-Beauce,2023-08-10,2023-08-11,2023-09-10,31.0
2023_AFFLUENTS_TARN_AVAL_05,2023-08-10,2023-08-12,2023-08-18,7.0
2023_TESCOU_05,2023-08-10,2023-08-12,2023-08-18,7.0
2023_THORE_ARN_NON_REALIMENTES_04,2023-08-10,2023-08-12,2023-08-18,7.0
2023_VERE_NON_REALIMENTE_04,2023-08-10,2023-08-12,2023-08-18,7.0
2023_AGROS_08,2023-08-10,2023-08-12,2023-08-18,7.0
2023_ASSOU_04,2023-08-10,2023-08-12,2023-08-18,7.0
2023_BAGAS_06,2023-08-10,2023-08-12,2023-08-18,7.0
2023_BERNAZOBRE_04,2023-08-10,2023-08-12,2023-08-18,7.0
2023_EN_GUIBAUD_06,2023-08-10,2023-08-12,2023-08-18,7.0
45-20230810-Est et sud,2023-08-10,2023-08-11,2023-09-10,31.0
2023_DOURDOU_07,2023-08-10,2023-08-12,2023-08-18,7.0
2023_RANCE_06,2023-08-10,2023-08-12,2023-08-18,7.0
2023_GIROU_04,2023-08-10,2023-08-12,2023-08-18,7.0
N°52-2023-08-00048,2023-08-11,2023-08-11,2023-08-27,17.0
36-2023-08-09-00002,2023-08-09,2023-08-12,2023-08-18,7.0
64-2023-08-08-00006 Baïse Alerte,2023-08-08,2023-08-11,2023-08-17,7.0
L_LOT_AP_E-2023-237_20230810,2023-08-10,2023-08-12,2023-08-18,7.0
A_LOT_AP_E-2023-237_20230810,2023-08-10,2023-08-12,2023-08-18,7.0
D_LOT_AP_E-2023-237_20230810,2023-08-10,2023-08-12,2023-08-18,7.0
S_LOT_AP_E-2023-237_20230810,2023-08-10,2023-08-12,2023-08-18,7.0
LB_LOT_AP_E-2023-237_20230810,2023-08-10,2023-08-12,2023-08-18,7.0
AP 11 AOUT 2023 - VAUCLUSE,2023-08-11,2023-08-11,2023-09-15,36.0
Dive-nord_20230810,2023-08-10,2023-08-12,2023-10-27,77.0
AP_Restriction-BvDordogne-162023081100001,2023-08-11,2023-08-12,2023-08-16,5.0
SEN/2023/07/27-105-ACI-Dordogne,2023-07-31,2023-07-31,2023-08-10,11.0
DT-23-0645,2023-08-10,2023-08-11,2023-08-18,8.0
DDT/SEER/2023-023,2023-08-11,2023-08-12,2023-08-18,7.0
SEN/2023/08/09-121-ACD,2023-08-11,2023-08-11,2023-08-29,19.0
SEN/2023/08/09-121-ACI-Dropt,2023-08-11,2023-08-11,2023-08-29,19.0
DDT-BIEF-2023-223-0003 du 11 août (ACD LB),2023-08-11,2023-08-12,2023-08-25,14.0
SEN/2023/08/09-121-ACI-Garonne,2023-08-11,2023-08-11,2023-08-29,19.0
DDT-BIEF-2023-223-0003 du 11 août (ACD RM),2023-08-11,2023-08-12,2023-08-25,14.0
DDT-BIEF-2023-223-0003 du 11 août (ACI Lot),2023-08-11,2023-08-12,2023-08-25,14.0
SEN/2023/08/09-121-ACI-Dordogne,2023-08-11,2023-08-11,2023-08-29,19.0
DDT-BIEF-2023-223-0003 du 11 août (ACI Tarn),2023-08-11,2023-08-12,2023-08-25,14.0
AP 2023- 150,2023-08-11,2023-08-11,2023-09-30,51.0
23EB692,2023-08-11,2023-08-12,2023-08-25,14.0
23EB691,2023-08-11,2023-08-12,2023-08-16,5.0
Aude DDTM-SEMA-2023-0168,2023-08-11,2023-08-11,2023-08-24,14.0
DDTM-SEMA-2023-0168_Tarn,2023-08-11,2023-08-11,2023-08-24,14.0
DDTM-SEMA-2023-0168_Ariège,2023-08-11,2023-08-11,2023-08-24,14.0
AP 2023-1091 ACI adour,2023-08-11,2023-08-12,2023-08-18,7.0
370/2023,2023-08-10,2023-08-11,2023-09-30,51.0
231/2023,2023-06-21,2023-06-22,2023-08-31,71.0
05-2023-08-16-00002,2023-08-16,2023-08-16,2023-08-17,2.0
30-2023-08-16-00003,2023-08-16,2023-08-17,2023-09-07,22.0
AP DDTM/SEBIO/2023-80-Siagne-amont,2023-08-16,2023-08-16,2023-09-28,44.0
23EB694,2023-08-16,2023-08-17,2023-08-17,1.0
AP-Restriction-BvCharente-162023081600001,2023-08-16,2023-08-17,2023-08-21,5.0
ARRETE DDT-SGREB-2023-284,2023-08-16,2023-08-16,2023-08-23,8.0
AP_Restriction-BvDordogne-162023081600002,2023-08-16,2023-08-17,2023-08-18,2.0
DDTM34-2023-08-14157,2023-08-17,2023-08-17,2023-08-29,13.0
Charente-Boutonne20230817,2023-08-17,2023-08-18,2023-08-22,5.0
12-2023-08 LOT,2023-08-17,2023-08-19,2023-08-25,7.0
12-2023-08 AVEYRON,2023-08-17,2023-08-19,2023-08-25,7.0
12-2023-08 TARN,2023-08-17,2023-08-19,2023-08-25,7.0
12-2023-08 ORB HERAULT,2023-08-17,2023-08-19,2023-08-25,7.0
AP_2023_DDT_SEB_409_Gartempe_Anglin,2023-08-17,2023-08-18,2023-09-03,17.0
2023/SEE/0155,2023-08-17,2023-08-17,2023-08-31,15.0
23EB699,2023-08-17,2023-08-18,2023-08-21,4.0
LB_LOT_AP_E-2023-239_20230817,2023-08-17,2023-08-19,2023-08-25,7.0
A_LOT_AP_E-2023-239_20230817,2023-08-17,2023-08-19,2023-08-25,7.0
S_LOT_AP_E-2023-239_20230817,2023-08-17,2023-08-19,2023-08-25,7.0
D_LOT_AP_E-2023-239_20230817,2023-08-17,2023-08-19,2023-08-25,7.0
L_LOT_AP_E-2023-239_20230817,2023-08-17,2023-08-19,2023-08-25,7.0
2023_AFFLUENTS_AGOUT_MOYEN_01,2023-08-17,2023-08-19,2023-08-25,7.0
2023_AFFLUENTS_AGOUT_AVAL_06,2023-08-17,2023-08-19,2023-08-25,7.0
2023_AFFLUENTS_AVEYRON_AVAL_05,2023-08-17,2023-08-19,2023-08-25,7.0
2023_CEROU_07,2023-08-17,2023-08-19,2023-08-25,7.0
2023_CEROU_NON_REALIMENTE_01,2023-08-17,2023-08-19,2023-08-25,7.0
2023_DADOU_NON_REALIMENTE_01,2023-08-17,2023-08-19,2023-08-25,7.0
2023_SOR_NON_REALIMENTE_01,2023-08-17,2023-08-19,2023-08-25,7.0
2023_TARN_MEDIAN_01,2023-08-17,2023-08-19,2023-08-25,7.0
